name,vr,teff,logg,feh,teffm,loggm,fehm,ca4227,g4300,hgama,hgamf,fe4383,ca4455,fe4531,fe4668,hbeta,fe5015,mg1,mg2,mgb,fe5270,fe5335,fe5406,fe5709,fe5782,nad,tio1,tio2,sp_type,spec,q_sp_type,q_logg,q_feh,q_vr,logg_m,feh_m
HD167278,-14.72,6350,4.04,-0.18,6448,4.19,-0.25,0.3672,1.5032,3.2329,3.405,0.6447,0.345,1.7231,0.7896,4.0506,2.5095,0.008,0.0514,1.1041,1.1304,0.9407,0.3687,0.2226,0.0883,0.7578,0.013,0.0015,F5V,F,C,1,0,0,4.19,-0.25
HD167808,4.16,7463,4.07,0.04,7253,4.11,-0.15,0.2426,-0.669,8.5527,6.3309,-0.8842,0.1185,1.3587,0.076,6.2512,1.8068,-0.0038,0.034,0.7036,0.8471,0.7726,0.2482,0.0999,0.082,0.8297,0.0074,0.003,A2,A,E,1,0,0,4.11,-0.15
HD167858,-37.42,6982,4.11,0.17,6768,3.77,0.05,0.2593,-0.3006,7.2697,5.6466,-0.5325,0.1951,1.6207,0.3686,5.7707,2.5254,-0.0019,0.0341,0.678,0.9965,0.8627,0.3081,0.12,0.0639,1.0149,0.0184,0.003,F2V,F,C,0,1,0,3.77,0.05
HD167946,-17.84,9941,3.84,0.03,10094,3.75,-0.41,0.071,-3.0838,12.4271,8.8171,-1.5651,-0.1007,0.1124,-0.4556,8.7944,0.0459,0.0131,0.0196,0.2502,0.1312,0.103,0.0284,-0.019,0.0583,0.5336,0.0122,0.0022,A0,A,E,1,0,0,3.75,-0.41
HD168723,9.36,4882,3.16,-0.21,4868,3,-0.23,0.8621,6.6617,-7.6024,-2.4333,4.7519,1.1028,3.2849,4.7694,1.239,4.5051,-0.0101,0.1565,3.0552,2.774,2.1524,1.535,0.9688,0.5903,1.6081,-0.0469,0.0484,K0III-IV,K,B,1,2,0,3,-0.23
HD168797,-11.45,16788,3,0,17725,3.34,-0.02,0.0071,-1.1794,4.6726,3.9576,0.3579,0.6271,0.0115,0.0677,3.9754,0.86,0.0113,0.0074,-0.0888,0.0784,0.1568,-0.0725,-0.0557,0.0901,0.6505,0.014,0.0042,B2Vne,B,C,1,0,0,3.34,-0.02
HD169006,-4.7,6288,3.98,-0.01,6113,4.1,-0.1,0.549,3.6873,-0.2855,1.6206,1.9508,0.5163,2.1383,2.1257,3.29,3.1724,0.0136,0.0757,1.5923,1.5985,1.3112,0.563,0.3915,0.1893,0.9267,0.006,0.002,G0,G,E,1,0,0,4.1,-0.1
HD169032,-53.59,7879,3.91,-0.5,7950,3.92,-0.51,0.2225,-1.8134,11.0335,7.9365,-1.1432,0.0066,0.9491,-0.3012,7.7825,1.3414,-0.0018,0.0272,0.5189,0.5875,0.5277,0.0982,0.0403,0.1999,1.0774,0.0093,0.003,A2,A,E,1,0,0,3.92,-0.51
HD169725,-53.79,7625,3.82,-0.1,7528,3.81,0.16,0.2966,-0.8948,9.5629,7.0275,-0.905,0.2907,1.9143,0.4497,7.0732,2.8042,-0.0018,0.0343,0.3663,1.1881,1.0559,0.3963,0.2046,0.1155,1.039,0.0109,0.0037,A5IV,A,C,1,0,0,3.81,0.16
HD169822,-19.07,5500,4.4,0,5596,4.4,-0.17,0.8583,5.325,-4.4438,-0.8863,3.5904,0.7745,2.5368,3.1119,2.1657,3.4732,0.0332,0.1502,3.3888,2.1503,1.7817,0.9925,0.6175,0.334,1.8643,0.0145,0.0099,G6V,G,C,1,0,0,4.4,-0.17
HD170008,17.06,5152,3.75,-0.1,5104,3.35,-0.41,0.807,6.0369,-6.022,-1.8411,4.074,0.8682,2.6799,3.2325,1.5703,3.75,0.0432,0.1381,2.7555,2.2503,1.8754,1.05,0.7286,0.4103,1.4594,0.0023,0.008,G5,G,E,1,0,0,3.35,-0.41
HD170115,-30.85,8798,3.56,0,8788,3.33,0.14,0.0854,-2.9615,12.8086,8.9216,-1.9925,-0.1249,0.5981,-0.6561,8.8742,0.718,0.0069,0.0261,0.3185,0.3581,0.2374,0.1214,-0.0297,0.1096,0.849,0.0189,0.0069,A0V,A,C,1,0,0,3.33,0.14
HD170247,-17.89,9806,3.9,-0.73,12182,4.23,0.37,0.0327,-1.5334,7.4731,6.1312,-0.2943,0.0412,-0.0867,-0.4171,6.119,0.0601,0.0188,0.0154,0.0023,0.0701,0.0744,0.0349,0.06,0.196,0.9874,0.017,0.0059,B9III,B,C,1,0,0,4.23,0.37
HD170274,-30.03,7100,4.35,-0.08,7441,3.7,0.23,0.2279,-1.1561,9.5672,6.9252,-1.258,0.2641,1.4484,-0.0078,6.9048,2.0701,0.0027,0.0299,0.3291,0.9031,0.699,0.308,0.0908,0.0528,0.8971,0.01,0.0012,A5V,A,C,1,0,0,3.7,0.23
HD170291,-55.66,6300,4.25,-0.07,6175,4.01,-0.08,0.5185,2.8605,1.2639,2.4613,1.3551,0.4684,2.1591,1.5362,3.7472,3.1479,0.0122,0.0665,1.4041,1.4016,1.1382,0.5517,0.375,0.1915,1.0115,0.0101,0.0009,F5,F,E,1,0,0,4.01,-0.08
HD170512,-36.49,6139,4.15,0,5984,4.05,0.09,0.6294,3.8112,-0.5882,1.529,2.3414,0.5963,2.3498,2.9568,3.4324,3.8244,0.0146,0.0896,2.0203,1.868,1.5224,0.6502,0.5265,0.2917,1.6513,0.0134,0.0022,G0,G,E,1,0,0,4.05,0.09
HD166257,26.03,6557,4.13,0.04,6482,4.03,-0.08,0.3728,1.4799,3.2453,3.5935,0.8971,0.3628,2.0081,1.0437,4.2142,3.1554,0.0077,0.0483,0.7954,1.2846,1.0748,0.4001,0.2611,0.1748,1.1646,0.0162,0.0047,F5,F,E,1,0,0,4.03,-0.08
HD170579,39.17,6400,4.1,-0.22,6237,4,-0.37,0.2859,2.2131,2.3465,2.8894,0.6627,0.2941,1.7462,0.7974,3.8525,2.3095,0.0116,0.049,0.942,1.0129,0.8328,0.3464,0.1644,0.0421,1.0936,0.0142,0.0017,F5,F,E,1,0,0,4,-0.37
HD170699,-38.9,8043,3.98,-0.35,8112,3.91,-0.65,0.1996,-1.7301,10.6762,7.4616,-1.4502,-0.017,0.9784,-0.2014,7.303,1.2965,-0.0037,0.0281,0.5563,0.6564,0.5865,0.0753,0.0161,0.0445,0.8722,0.0102,0.0028,A2III/IV,A,D,1,0,0,3.91,-0.65
HD170712,999.99,8856,3.93,-0.1,11640,3.98,-0.17,0.0571,-2.2827,9.4604,7.2167,-0.7458,-0.0589,0.0531,-0.4056,7.252,0.2371,0.0077,0.0152,0.2681,0.0637,0.1246,-0.0145,0.0146,0.1611,0.6363,0.0127,0.0061,B9IV/V,B,D,1,0,-1,3.98,-0.17
HD170782,-27.16,8979,3.92,-0.4,8850,3.73,-0.96,0.1684,-2.6437,12.9928,8.6717,-2.265,-0.087,0.7407,-0.4126,8.3447,0.9957,-0.0025,0.0236,0.5402,0.4991,0.4322,0.0845,0.0284,0.0611,0.8093,0.0079,0.0011,A2,A,E,1,0,0,3.73,-0.96
HD170818,-2.44,6700,4.14,-0.07,7111,4.31,-0.39,0.263,0.0243,6.0087,4.9262,-0.1487,0.2154,1.4844,0.3655,5.1347,2.1741,0,0.0353,0.7256,0.9438,0.7512,0.282,0.1749,0.0614,0.8123,0.0112,0.0049,F0V,F,C,1,0,0,4.31,-0.39
HD170899,-16.34,5265,2.55,-0.05,4655,2.15,-0.21,0.3532,2.8296,-1.0806,1.3995,3.8252,1.2034,2.8139,5.7187,2.5014,5.7318,0.0671,0.1467,1.909,3.1344,2.523,1.8433,1.2896,0.9859,2.3829,0.0103,0.0352,G0,G,E,1,0,0,2.15,-0.21
HD170973,-13.16,10309,3.83,0.75,11931,3.67,1.3,0.0269,-1.1359,7.6536,6.5776,-0.0916,-0.091,0.4851,-1.2579,7.3352,1.249,0.0436,0.1003,0.1588,0.1104,0.215,0.506,-0.0214,0.1832,0.3085,0.0186,-0.0017,B9IIIpSi,B,C,1,0,0,3.67,1.3
HD170987,15.44,6500,4.01,-0.22,6386,4.04,-0.24,0.3767,1.2393,3.6365,3.6542,0.679,0.3714,1.7904,0.7771,4.1983,2.6342,0.0045,0.0458,0.8471,1.115,0.9447,0.3034,0.2077,0.0955,0.6715,0.0021,0.0027,F5,F,E,1,0,0,4.04,-0.24
HD171234,-43.57,7856,3.86,-0.77,7916,3.96,-0.47,0.2208,-1.5141,10.9488,7.6575,-1.3729,0.0247,1.1547,-0.0842,7.417,1.61,-0.0051,0.0262,0.555,0.7378,0.5737,0.1255,0.0704,0.0518,0.8123,0.0088,0.0013,A5IV,A,C,1,0,0,3.96,-0.47
HD171263,-10.41,9833,3.83,0.03,12709,3.93,0.69,-0.0266,-1.5471,7.4109,5.9746,-0.6157,-0.1673,0.1343,-1.0687,6.1462,0.0943,0.0261,0.0459,0.0711,-0.0846,-0.0728,0.2669,0.0189,0.1814,0.7988,0.0195,0.0015,A0p,A,C,1,0,0,3.93,0.69
HD171388,22.05,7811,3.59,0,7565,3.64,0.16,0.2515,-1.6868,10.7014,7.5963,-1.3049,0.214,1.7287,0.2064,7.4802,2.4162,-0.0015,0.0313,0.4306,0.991,0.7696,0.3025,0.1723,0.0901,0.9142,0.0099,0.0018,A3IV,A,C,1,0,0,3.64,0.16
HD171586,2.08,8968,3.7,-0.1,9228,3.47,0.4,-0.4019,-3.1399,13.2263,9.1239,-2.2835,0.103,0.7789,-1.0068,9.1049,1.0531,-0.001,0.0285,0.0213,0.4266,0.4537,0.6188,0.0164,0.5767,0.5377,0.003,0.0051,A0VpSrSi,A,C,1,0,0,3.47,0.4
HD171834,-30.84,6700,4.1,-0.3,7050,4.31,-0.29,0.3135,0.512,5.1449,4.4763,0.1515,0.2866,1.6981,0.6211,4.8356,2.4397,0.0054,0.0417,0.7223,1.0433,0.8223,0.3812,0.1259,0.1492,0.7924,0.0058,0.0011,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7047,4.31,-0.29,0.3111,0.5333,5.1254,4.4881,0.2231,0.2813,1.6588,0.5673,4.8343,2.4684,0.0053,0.0421,0.7233,1.0507,0.8227,0.3795,0.1208,0.1371,0.7968,0.0059,0.0011,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7048,4.32,-0.29,0.309,0.532,5.105,4.454,0.1685,0.2597,1.6894,0.6476,4.7846,2.4617,0.0039,0.042,0.7605,1.0571,0.9173,0.2986,0.168,0.0873,0.7761,0.008,0.0013,F3V,F,C,1,1,0,4.32,-0.29
HD171834,-30.84,6700,4.1,-0.3,7037,4.31,-0.3,0.3168,0.5047,5.1567,4.4738,0.0541,0.2462,1.6213,0.7386,4.7637,2.5875,0.0094,0.0432,0.7537,1.024,0.8344,0.3102,0.1603,0.0786,0.9931,0.0144,0.0022,F3V,F,C,1,1,0,4.31,-0.3
HD171834,-30.84,6700,4.1,-0.3,7036,4.31,-0.3,0.3204,0.5691,5.1268,4.4508,0.1157,0.2212,1.5995,0.809,4.8171,2.4976,0.0096,0.0429,0.7733,1.0028,0.8197,0.3217,0.1481,0.1016,1.018,0.0139,0.0025,F3V,F,C,1,1,0,4.31,-0.3
HD171834,-30.84,6700,4.1,-0.3,7037,4.32,-0.3,0.3071,0.5702,5.1221,4.4558,0.0415,0.1939,1.6127,0.7166,4.8222,2.5454,0.0085,0.0425,0.7549,1.0044,0.8604,0.3128,0.1643,0.0941,0.9629,0.0147,0.0018,F3V,F,C,1,1,0,4.32,-0.3
HD171834,-30.84,6700,4.1,-0.3,7044,4.31,-0.29,0.3199,0.5595,5.1273,4.4714,0.0655,0.2561,1.6111,0.7537,4.8073,2.5288,0.008,0.0425,0.7509,1.0094,0.885,0.3079,0.1537,0.0985,0.9697,0.0148,0.0027,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7045,4.31,-0.29,0.3095,0.5314,5.1066,4.4893,0.1609,0.2749,1.6121,0.6439,4.7921,2.5567,0.0075,0.0419,0.7434,0.9758,0.9115,0.3154,0.146,0.0911,1.0199,0.0148,0.0025,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7037,4.31,-0.29,0.3258,0.5647,5.0948,4.4688,0.0845,0.2525,1.5742,0.6189,4.7787,2.4985,0.0074,0.0416,0.7553,1.0159,0.9015,0.3003,0.1394,0.0906,1.0187,0.0145,0.0023,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7047,4.31,-0.29,0.2984,0.6418,5.0636,4.4518,0.1112,0.2583,1.6368,0.6393,4.836,2.5026,0.0078,0.0422,0.743,0.9796,0.9043,0.3029,0.1273,0.0815,0.9741,0.0145,0.0027,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7046,4.31,-0.29,0.3282,0.5481,5.0892,4.4609,0.1386,0.267,1.6139,0.5896,4.7676,2.5087,0.0073,0.0411,0.7073,0.9644,0.8707,0.3219,0.1315,0.0666,0.9862,0.0147,0.0029,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7045,4.31,-0.29,0.3196,0.5682,5.0916,4.4455,0.0294,0.2609,1.6772,0.6766,4.8056,2.5462,0.0077,0.0427,0.7339,0.9748,0.8953,0.3301,0.1252,0.0921,0.9982,0.0147,0.003,F3V,F,C,1,1,0,4.31,-0.29
HD171834,-30.84,6700,4.1,-0.3,7025,4.31,-0.3,0.3027,0.5633,5.1983,4.4958,0.0236,0.2773,1.6015,0.5976,4.8381,2.5185,0.007,0.0417,0.7008,0.978,0.8817,0.3263,0.1213,0.0773,0.9417,0.0139,0.0025,F3V,F,C,1,1,0,4.31,-0.3
HD181853,-21.74,6864,4.31,0,6894,4.31,-0.14,0.4125,1.0839,4.2997,4.124,0.6056,0.4436,2.0664,1.0463,4.5794,3.0726,0.0103,0.0603,1.0653,1.2604,1.0744,0.5297,0.3071,0.1813,1.0955,0.0093,0.0027,F2V,F,C,1,0,0,4.31,-0.14
HD171836,-32.64,6800,4.05,-0.05,7139,4.24,-0.22,0.2023,-0.3058,7.154,5.6222,-0.3778,0.1821,1.4078,0.0575,5.7108,2.1188,-0.0021,0.0317,0.6287,0.9101,0.7049,0.2201,0.1259,0.0371,0.8356,0.0119,0.0048,A8II,A,C,1,0,0,4.24,-0.22
HD171887,-18.17,4055,1.53,0,3796,1.83,-0.01,3.7762,5.1447,-9.4353,-2.802,7.8872,2.3913,5.2946,8.484,0.6783,7.0771,0.2506,0.4366,4.7661,3.8944,4.0118,3.0277,1.0609,1.4024,4.4479,0.1297,0.3188,K5,K,E,1,0,0,1.83,-0.01
HD171888,-32.59,6050,4.2,0,5947,3.85,-0.04,0.5462,3.7644,-0.3812,1.6321,1.824,0.5931,2.3151,2.2132,3.3058,3.512,0.0124,0.0725,1.4958,1.5925,1.2845,0.6012,0.4488,0.2645,1.1352,0.0077,0.0059,F7V,F,C,1,0,0,3.85,-0.04
HD171914,-13.72,9806,3.83,0,11718,4.24,0.71,-0.0192,-1.3628,7.4378,5.7665,-0.9126,-0.1637,0.2303,-0.9713,5.9913,0.1793,0.0326,0.0597,0.0487,0.3023,0.2445,0.3194,0.0736,0.1224,0.9892,0.0252,0.0034,A0V,A,C,1,0,0,4.24,0.71
HD171951,-35.84,5800,4.1,-0.16,5936,3.91,-0.37,0.4626,3.2274,-0.0591,1.6209,1.4207,0.3725,1.8235,0.9669,3.0402,2.7235,0.0111,0.0643,1.4399,1.2002,1.0349,0.4867,0.3077,0.1259,1.3399,0.014,0.0048,G0,G,E,1,0,0,3.91,-0.37
HD171953,-10.09,6300,4.29,0,6808,4.24,-0.13,0.4109,1.5037,3.1704,3.5574,0.8438,0.387,2.0265,0.7854,4.2278,3.1465,0.008,0.0476,0.7441,1.2129,1.0398,0.4241,0.2749,0.1386,0.9607,0.0149,0.0019,F3V,F,C,1,0,0,4.24,-0.13
HD171954,-34.84,6600,4.41,0,6788,4.24,-0.2,0.3267,0.6494,4.9638,4.3947,0.195,0.2604,1.6576,0.671,4.7421,2.4923,0.0064,0.0432,0.8103,1.0107,0.9078,0.3348,0.2215,0.0944,0.8427,0.0136,0.0038,F2V,F,C,1,0,0,4.24,-0.2
HD172230,-37.61,7100,3.62,0.31,7476,3.33,0.66,0.2796,-0.8053,9.2566,6.9903,-0.9826,0.4301,2.1069,0.2901,7.265,3.1774,0.0083,0.04,0.1665,1.3889,1.087,0.4866,0.1841,0.0655,1.3262,0.0182,0.0031,kA5hA8mF2,A,D,1,0,0,3.33,0.66
HD172365,-27.52,5800,4.23,0,6840,4.01,0.56,0.4254,4.4884,-1.445,1.9239,3.0242,0.8931,3.6554,2.3845,3.7154,6.3843,0.0205,0.0664,0.1134,2.1918,1.9244,0.8597,0.5715,0.4584,1.463,0.0114,0.0113,F8II,F,C,1,0,0,4.01,0.56
HD172426,25.28,6400,3.99,-0.25,6326,3.92,-0.31,0.1624,0.9838,3.8495,3.7066,0.1736,0.3309,1.6003,0.2078,4.1824,2.3292,0.0026,0.0375,0.7575,0.9889,0.8888,0.3347,0.1672,0.0796,0.9036,0.0114,0.0045,F3V/IV,F,D,1,0,0,3.92,-0.31
HD172506,-42.81,6650,4.3,0,7040,4.16,-0.13,0.2503,0.0464,6.5421,5.2903,-0.0964,0.191,1.4718,-0.0167,5.612,2.245,0.0029,0.0384,0.6468,0.9906,0.7516,0.239,0.1379,0.0051,0.6823,0.0139,0.0006,F0V,F,C,1,0,0,4.16,-0.13
HD172506,-42.81,6650,4.38,0,7048,4.15,-0.12,0.2806,0.0972,6.631,5.3807,-0.0593,0.2027,1.5928,0.0341,5.6004,2.2387,0.0014,0.0379,0.6379,1.0346,0.8089,0.2535,0.1076,0.027,0.8757,0.0137,0.0013,F0V,F,C,1,0,0,4.15,-0.12
HD172506,-42.81,6650,4.38,0,7040,4.15,-0.13,0.2271,0.0793,6.568,5.3333,-0.16,0.1962,1.6042,-0.0182,5.5731,2.2323,-0.0007,0.0368,0.6945,0.9651,0.7837,0.2719,0.117,0.0188,0.895,0.0142,0.0022,F0V,F,C,1,0,0,4.15,-0.13
HD172675,-1.69,6150,4.15,-0.1,6092,4.02,-0.23,0.4887,2.5814,1.4129,2.4852,1.2044,0.4076,1.9666,1.2697,3.6661,2.8521,0.0058,0.0634,1.3784,1.2932,1.0673,0.4573,0.2634,0.1322,0.63,0.0047,0.0038,F7V,F,C,1,0,0,4.02,-0.23
HD172718,-42.51,6234,4.13,-0.1,5947,3.84,-0.21,0.5119,3.4336,-0.0559,1.7082,1.5917,0.461,2.1681,1.4065,3.1517,3.1312,0.0118,0.0662,1.4083,1.3902,1.1943,0.5147,0.3865,0.1792,1.3895,0.013,0.0044,F8,F,E,1,0,0,3.84,-0.21
HD172961,-22.82,6400,4.01,-0.21,6338,4.09,-0.28,0.3713,1.4204,3.3625,3.5312,0.5959,0.3271,1.7053,0.6758,4.1345,2.5101,0.0031,0.0483,1.0735,1.1809,0.9122,0.3272,0.1872,0.0681,0.6047,0.0023,0.0028,F5,F,E,1,0,0,4.09,-0.28
HD173073,46.7,8384,3.76,-0.96,8487,4.08,-0.09,0.1123,-2.3288,12.3197,8.4553,-1.804,-0.0713,0.669,-0.2553,8.2016,0.8292,0.0029,0.0279,0.6969,0.4643,0.4014,0.0102,0.06,0.0412,0.9976,0.0138,0.0028,A2/3IV/V,A,E,1,0,0,4.08,-0.09
HD173093,-59.56,6272,4.18,-0.24,6550,4.23,-0.11,0.4305,2.4015,1.8951,2.8141,1.2027,0.4483,2.0076,1.4024,3.8076,3.1241,0.0131,0.0628,1.2257,1.2992,1.0523,0.5012,0.3995,0.1691,1.0344,0.0149,0.0042,F7V,F,C,1,1,0,4.23,-0.11
HD173158,10.24,4688,1.47,0.1,5237,0.74,0.04,0.2196,6.7957,-6.8093,-0.627,4.496,1.7471,4.9951,6.2826,2.7541,9.9331,0.0612,0.1267,0.5377,3.6942,3.0043,1.8271,1.437,1.0101,2.2698,0.0144,0.0338,K0,K,E,1,0,0,0.74,0.04
HD173174,-47,5800,4.2,0,5916,4.12,0.13,0.6711,3.6207,-0.9586,1.3917,2.5425,0.6351,2.4799,2.8358,3.2096,3.9826,0.008,0.0941,2.2389,1.9417,1.6103,0.8545,0.6249,0.332,1.7102,0.0197,0.004,G0V,G,C,1,0,0,4.12,0.13
HD173452,-19.87,9905,3.93,-0.03,10656,4.12,-0.02,0.0633,-2.3643,9.9373,7.538,-1.0956,-0.0302,0.1336,-0.4789,7.6349,0.2884,0.0082,0.014,0.2022,0.0464,0.1298,0.0275,-0.0188,0.1451,0.5955,0.0213,0.0092,A0,A,E,1,0,0,4.12,-0.02
HD173566,999.99,9950,3.93,-0.1,9730,3.82,-0.69,0.095,-3.4922,13.2452,9.0468,-2.1497,-0.0881,0.1542,-0.4996,8.8365,0.276,0.0138,0.0207,0.3568,0.1791,0.0935,0.0564,-0.0086,0.0281,0.6238,0.0206,0.0053,B9.5/A0V,B,C,1,0,-1,3.82,-0.69
HD173667,22.62,6329,4.03,-0.08,6299,3.96,-0.07,0.4344,2.2556,2.5339,3.2426,1.0216,0.429,2.0881,1.2478,4.1296,3.3655,0.0084,0.0566,1.0284,1.2905,1.0905,0.4423,0.3972,0.1375,0.953,0.0064,0,F5.5IV-V,F,C,1,4,0,3.96,-0.07
HD173669,-13.07,9811,3.88,-0.59,9138,3.59,-1.23,0.132,-3.1109,13.5107,8.9549,-2.3534,-0.1366,0.5077,-0.3124,8.6106,0.6429,-0.0006,0.0216,0.533,0.2986,0.3516,0.0793,-0.0388,0.0879,0.7129,0.0099,0.0018,A0,A,E,1,0,0,3.59,-1.23
HD174240,-45.88,9437,3.98,-0.13,9489,3.9,-0.4,0.1043,-2.9214,12.241,8.7827,-1.5057,-0.1284,0.2932,-0.4386,8.7489,0.4319,0.0086,0.0237,0.4063,0.2016,0.2666,-0.0444,-0.0719,0.0309,0.4473,0.0084,0.0053,A1IV,A,C,1,0,0,3.9,-0.4
HD174912,-13.03,5882,4.35,-0.44,5884,4.24,-0.45,0.5997,4,-1.1749,0.9753,1.8532,0.4172,1.8208,0.8101,2.8457,2.7432,0.0148,0.0848,2.1189,1.2956,1.0489,0.5622,0.4013,0.1201,0.7492,0.0057,-0.0013,F8,F,D,1,4,0,4.24,-0.45
HD174966,6.01,7653,3.68,-2.04,7602,3.61,-2.21,0.2324,-1.124,9.7859,7.027,-1.1179,0.1018,1.4725,-0.0672,6.9282,2.0327,-0.0056,0.0314,0.5882,0.8894,0.7724,0.2367,0.0816,0.0792,0.7681,0.0096,0.0025,A7III/IV,A,D,1,0,0,3.61,-2.21
HD175037,-41.59,9827,3.64,-2,9206,3.3,-1.26,0.0926,-2.9662,13.1444,9.0385,-2.2342,-0.1587,0.5274,-0.5811,8.9124,0.5519,0.0024,0.0221,0.3575,0.221,0.181,0.0754,0.0181,0.0578,1.0115,0.0119,0.0056,A0V,A,C,1,0,0,3.3,-1.26
HD175272,18.64,6500,4.09,0,6498,4.02,-0.05,0.3806,1.0336,4.4039,4.1932,0.4134,0.3965,1.9857,1.0947,4.6903,2.986,0.0057,0.0465,0.7942,1.1542,0.9989,0.3772,0.2553,0.2019,0.7623,0.0077,0.0045,A0V,A,C,1,0,0,4.02,-0.05
HD175305,-184.39,5040,2.53,-1.44,5030,2.43,-1.47,0.4179,6.0341,-4.3028,-1.1777,1.5499,0.3634,1.8102,0.4106,1.4387,2.3001,0.0166,0.0552,1.0341,1.0095,0.7683,0.4324,0.2804,0.0719,0.4872,0.0047,0.0004,G5III,G,C,1,4,0,2.43,-1.47
HD175306,-39.03,4413,1.76,-0.54,4441,1.79,-0.6,1.0836,6.5953,-8.1209,-2.5325,5.5731,1.5141,3.7339,4.6044,1.2149,5.4877,0.1008,0.2032,2.7866,3.0289,2.6019,1.7987,1.1677,0.7687,2.2375,0.0152,0.0254,G9IIIFe-0.5,G,B,1,2,0,1.79,-0.6
HD175337,-5.11,6967,4.19,-0.1,6998,4.1,0.09,0.3371,0.1274,6.5393,5.325,-0.0729,0.314,1.8436,0.6495,5.5472,2.932,0.0019,0.0415,0.6889,1.1818,0.8936,0.3486,0.2065,0.1009,0.5962,0.0065,0.0017,F2V,F,C,1,0,0,4.1,0.09
HD175543,-21.94,7500,3.57,-0.1,8348,3.61,0.11,0.1169,-2.406,12.5455,8.4071,-2.2697,-0.0211,1.0412,-0.382,8.237,1.3206,-0.0048,0.0245,0.4874,0.6075,0.5817,0.1924,0.016,0.0567,0.9629,0.0219,0.0054,A3IV,A,C,1,0,0,3.61,0.11
HD175805,-37.76,6300,4.11,0.18,6505,4.21,0.2,0.5789,3.0748,0.9256,2.4806,1.9785,0.7029,2.5544,2.6654,3.884,4.2597,0.0073,0.0656,1.2215,1.8335,1.3928,0.6747,0.5785,0.3518,0.9726,0.0072,0.0027,F7V,F,C,1,0,0,4.21,0.2
HD175805,-37.76,6300,4.09,0.18,6494,4.2,0.17,0.5408,3.0564,0.8614,2.481,2.0077,0.6886,2.4208,2.7487,3.8252,4.2521,0.0104,0.0665,1.2831,1.6561,1.4483,0.629,0.4863,0.3025,1.3739,0.0206,0.0051,F7V,F,C,1,0,0,4.2,0.17
HD175806,-12.09,6000,4.14,-0.05,6043,3.76,-0.05,0.4915,3.0852,0.7624,2.1766,1.4898,0.5047,2.3607,1.8754,3.5178,3.5526,0.0166,0.0659,1.1367,1.5247,1.2862,0.5698,0.3862,0.2052,1.0547,0.019,0.0042,F5V,F,C,1,0,0,3.76,-0.05
HD176074,-1.01,8384,3.58,0.03,8086,3.59,0.08,0.1336,-2.2544,11.698,7.9587,-2.0994,-0.0176,0.7461,-0.3214,7.6775,1.0703,-0.0041,0.0206,0.5163,0.5063,0.4507,0.078,0.0547,0.0501,0.6717,0.0117,0.0042,A5IV,A,C,1,0,0,3.59,0.08
HD176232,17.63,7701,4.09,0.06,7323,3.82,0.32,-0.1384,-1.6148,10.5822,7.3098,-1.9101,0.1163,1.2321,0.5096,7.0245,1.6258,-0.009,0.0257,0.4463,1.1747,1.0193,0.4687,0.1048,0.3115,0.5218,0.0087,0.0013,A7VpSrEu_Ksn,A,C,1,1,0,3.82,0.32
HD176303,14.8,6128,4.22,-0.07,6182,3.95,-0.13,0.4948,3.4385,0.0241,1.8666,1.694,0.4899,2.3056,1.6453,3.2515,3.6153,0.0107,0.0577,1.0076,1.4143,1.1887,0.5653,0.3791,0.1749,0.9843,0.0114,0.0005,F8V,F,C,1,2,0,3.95,-0.13
HD176437,-18.36,10080,3.5,0.11,11110,4.3,0.27,0.0212,-1.7647,8.5197,6.9698,-0.5839,-0.0411,0.208,-0.6506,7.1636,0.5538,0.0188,0.0229,0.2746,0.0129,-0.0121,0.0271,-0.0002,0.034,0.5827,0.0104,0.0028,B9III,B,C,1,1,0,4.3,0.27
HD177463,-22.47,4460,2.65,-0.25,4634,2.28,-0.18,0.9105,6.4815,-8.6617,-2.7306,5.8845,1.4985,3.7583,5.4081,1.2292,5.8644,0.0729,0.181,2.7529,3.2052,2.5927,1.8686,1.2303,0.8155,2.2347,0.0152,0.0253,K0/1III,K,D,1,1,0,2.28,-0.18
HD177552,-33.84,6800,4.41,0,6884,4.22,-0.2,0.2712,0.1216,6.0058,4.8805,-0.2426,0.2251,1.4559,0.3831,5.068,2.2114,0.0033,0.0387,0.7662,0.9168,0.7287,0.2879,0.1892,0.0293,0.5288,0.0028,0.0006,F2II,F,C,1,0,0,4.22,-0.2
